Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TSV
1,4.0,4.0,1.0,1.0,20.8,4.2,47.1,14.4,4.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
2,4.0,4.0,1.0,1.0,20.8,4.2,72.1,13.2,4.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
3,4.0,4.0,1.0,1.0,20.8,4.2,60.1,14.1,4.0,10.0,0.0,0.0,1.07,2.0,4.0,0.0
1098,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,73.4,14.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,0.0
1,2.0,3.0,1.0,2.0,18.4,8.2,53.0,13.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,0.0
2,2.0,3.0,1.0,2.0,18.4,8.2,60.7,12.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,0.0
3,2.0,3.0,1.0,2.0,18.4,8.2,52.9,12.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,0.0
400,4.0,1.0,0.0,3.0,22.9,6.6,54.6,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,67.5,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,51.7,15.9,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,62.0,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,59.5,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
334,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,3.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,52.0,14.0,3.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,61.6,14.0,3.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,72.5,12.9,3.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,72.2,15.2,3.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
54,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,58.5,16.4,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
1,1.0,1.0,0.0,4.0,22.2,5.1,69.6,17.5,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
2,1.0,1.0,0.0,4.0,22.2,5.1,48.3,16.5,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
3,1.0,1.0,0.0,4.0,22.2,5.1,48.1,14.8,4.0,10.0,1.0,0.0,1.21,2.0,4.0,0.0
642,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,3.0,8.0,1.0,1.0,1.79,3.0,2.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.0,3.0,8.0,1.0,1.0,1.79,3.0,2.0,0.0
1,2.0,2.0,1.0,1.0,22.2,5.2,62.9,13.8,3.0,8.0,1.0,1.0,1.79,3.0,2.0,0.0
2,2.0,2.0,1.0,1.0,22.2,5.2,70.1,14.7,3.0,8.0,1.0,1.0,1.79,3.0,2.0,0.0
3,2.0,2.0,1.0,1.0,22.2,5.2,67.6,17.5,3.0,8.0,1.0,1.0,1.79,3.0,2.0,0.0
1368,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,12.0,0.0,1.0,1.08,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,63.3,17.3,5.0,12.0,0.0,1.0,1.08,2.0,4.0,0.0
1,4.0,3.0,1.0,2.0,17.6,8.4,67.5,13.4,5.0,12.0,0.0,1.0,1.08,2.0,4.0,0.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,15.5,5.0,12.0,0.0,1.0,1.08,2.0,4.0,0.0
3,4.0,3.0,1.0,2.0,17.6,8.4,63.1,13.4,5.0,12.0,0.0,1.0,1.08,2.0,4.0,0.0
295,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,10.0,1.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,66.7,14.9,5.0,10.0,1.0,0.0,1.57,2.0,4.0,0.0
1,3.0,1.0,0.0,4.0,22.2,5.2,61.0,17.0,5.0,10.0,1.0,0.0,1.57,2.0,4.0,0.0
2,3.0,1.0,0.0,4.0,22.2,5.2,66.7,13.6,5.0,10.0,1.0,0.0,1.57,2.0,4.0,0.0
3,3.0,1.0,0.0,4.0,22.2,5.2,45.1,14.9,5.0,10.0,1.0,0.0,1.57,2.0,4.0,0.0
547,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.5,3.0,8.0,0.0,1.0,1.55,1.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,73.7,14.5,3.0,8.0,0.0,1.0,1.55,1.0,4.0,0.0
1,1.0,2.0,1.0,1.0,20.5,5.0,61.8,14.6,3.0,8.0,0.0,1.0,1.55,1.0,4.0,0.0
2,1.0,2.0,1.0,1.0,20.5,5.0,74.9,16.5,3.0,8.0,0.0,1.0,1.55,1.0,4.0,0.0
3,1.0,2.0,1.0,1.0,20.5,5.0,62.7,15.0,3.0,8.0,0.0,1.0,1.55,1.0,4.0,0.0
81,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,1.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,47.8,13.4,5.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
1,1.0,1.0,0.0,6.0,22.2,5.1,62.8,13.3,5.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
2,1.0,1.0,0.0,6.0,22.2,5.1,69.8,14.4,5.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
3,1.0,1.0,0.0,6.0,22.2,5.1,60.0,14.4,5.0,10.0,1.0,0.0,1.43,2.0,4.0,0.0
1059,2.0,3.0,1.0,2.0,18.4,8.2,73.0,13.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,53.7,15.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,0.0
1,2.0,3.0,1.0,2.0,18.4,8.2,54.4,13.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,0.0
2,2.0,3.0,1.0,2.0,18.4,8.2,64.0,13.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,0.0
3,2.0,3.0,1.0,2.0,18.4,8.2,65.5,13.8,4.0,11.0,0.0,1.0,1.77,2.0,1.0,0.0
1678,3.0,4.0,1.0,2.0,20.0,8.8,55.8,13.3,5.0,10.0,1.0,1.0,1.69,2.0,4.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,61.0,17.2,5.0,10.0,1.0,1.0,1.69,2.0,4.0,0.0
1,3.0,4.0,1.0,2.0,20.0,8.8,45.7,15.2,5.0,10.0,1.0,1.0,1.69,2.0,4.0,0.0
2,3.0,4.0,1.0,2.0,20.0,8.8,53.2,17.2,5.0,10.0,1.0,1.0,1.69,2.0,4.0,0.0
3,3.0,4.0,1.0,2.0,20.0,8.8,63.3,14.0,5.0,10.0,1.0,1.0,1.69,2.0,4.0,0.0
565,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,49.8,14.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,0.0
1,1.0,2.0,1.0,1.0,20.5,5.0,46.1,14.3,3.0,10.0,1.0,1.0,1.49,2.0,4.0,0.0
2,1.0,2.0,1.0,1.0,20.5,5.0,63.6,12.8,3.0,10.0,1.0,1.0,1.49,2.0,4.0,0.0
3,1.0,2.0,1.0,1.0,20.5,5.0,54.7,14.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,0.0
579,1.0,2.0,1.0,1.0,20.5,5.0,63.8,14.5,3.0,7.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,66.1,13.9,3.0,7.0,1.0,1.0,1.55,2.0,4.0,0.0
1,1.0,2.0,1.0,1.0,20.5,5.0,60.6,14.5,3.0,7.0,1.0,1.0,1.55,2.0,4.0,0.0
2,1.0,2.0,1.0,1.0,20.5,5.0,64.1,14.5,3.0,7.0,1.0,1.0,1.55,2.0,4.0,0.0
3,1.0,2.0,1.0,1.0,20.5,5.0,63.3,16.0,3.0,7.0,1.0,1.0,1.55,2.0,4.0,0.0
263,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,63.0,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,61.9,13.8,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,51.9,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,67.7,14.9,4.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
924,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,44.8,17.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
1,1.0,3.0,1.0,2.0,22.4,10.1,57.3,16.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
2,1.0,3.0,1.0,2.0,22.4,10.1,51.3,17.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
3,1.0,3.0,1.0,2.0,22.4,10.1,67.2,17.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
216,3.0,1.0,0.0,3.0,22.2,5.2,60.6,13.8,3.0,8.0,0.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,65.5,17.5,3.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
1,3.0,1.0,0.0,3.0,22.2,5.2,47.7,13.8,3.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
2,3.0,1.0,0.0,3.0,22.2,5.2,50.1,13.8,3.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
3,3.0,1.0,0.0,3.0,22.2,5.2,69.2,17.1,3.0,8.0,0.0,0.0,1.57,2.0,4.0,0.0
769,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,3.0,10.0,1.0,0.0,1.29,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,59.0,15.8,3.0,10.0,1.0,0.0,1.29,2.0,4.0,0.0
1,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.6,3.0,10.0,1.0,0.0,1.29,2.0,4.0,0.0
2,4.0,2.0,1.0,1.0,24.2,6.0,47.0,15.9,3.0,10.0,1.0,0.0,1.29,2.0,4.0,0.0
3,4.0,2.0,1.0,1.0,24.2,6.0,49.7,15.9,3.0,10.0,1.0,0.0,1.29,2.0,4.0,0.0
10,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,1.0,0.0,0.9,2.0,2.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,53.2,14.5,3.0,8.0,1.0,0.0,0.9,2.0,2.0,0.0
1,1.0,1.0,0.0,3.0,22.2,5.1,68.3,14.5,3.0,8.0,1.0,0.0,0.9,2.0,2.0,0.0
2,1.0,1.0,0.0,3.0,22.2,5.1,66.4,14.5,3.0,8.0,1.0,0.0,0.9,2.0,2.0,0.0
3,1.0,1.0,0.0,3.0,22.2,5.1,65.3,13.9,3.0,8.0,1.0,0.0,0.9,2.0,2.0,0.0
518,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,60.7,15.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,0.0
1,5.0,1.0,0.0,3.0,24.2,6.0,59.0,15.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,0.0
2,5.0,1.0,0.0,3.0,24.2,6.0,61.0,14.9,5.0,11.0,1.0,0.0,1.26,2.0,4.0,0.0
3,5.0,1.0,0.0,3.0,24.2,6.0,55.8,13.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,0.0
1362,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,11.0,1.0,1.0,1.49,1.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,45.5,13.4,5.0,11.0,1.0,1.0,1.49,1.0,4.0,0.0
1,4.0,3.0,1.0,2.0,17.6,8.4,55.5,17.3,5.0,11.0,1.0,1.0,1.49,1.0,4.0,0.0
2,4.0,3.0,1.0,2.0,17.6,8.4,60.5,15.8,5.0,11.0,1.0,1.0,1.49,1.0,4.0,0.0
3,4.0,3.0,1.0,2.0,17.6,8.4,44.8,14.6,5.0,11.0,1.0,1.0,1.49,1.0,4.0,0.0
78,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,0.0,0.0,1.12,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,61.0,13.2,5.0,10.0,0.0,0.0,1.12,2.0,4.0,0.0
1,1.0,1.0,0.0,6.0,22.2,5.1,46.4,14.6,5.0,10.0,0.0,0.0,1.12,2.0,4.0,0.0
2,1.0,1.0,0.0,6.0,22.2,5.1,58.4,15.2,5.0,10.0,0.0,0.0,1.12,2.0,4.0,0.0
3,1.0,1.0,0.0,6.0,22.2,5.1,66.6,13.2,5.0,10.0,0.0,0.0,1.12,2.0,4.0,0.0
864,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,10.0,1.0,1.0,1.38,2.0,4.0,
0,1.0,3.0,1.0,1.0,22.4,10.1,54.4,13.8,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
1,1.0,3.0,1.0,1.0,22.4,10.1,58.5,13.0,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
2,1.0,3.0,1.0,1.0,22.4,10.1,55.2,16.5,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
3,1.0,3.0,1.0,1.0,22.4,10.1,54.8,17.5,3.0,10.0,1.0,1.0,1.38,2.0,4.0,0.0
1848,5.0,4.0,1.0,1.0,20.6,4.6,65.4,13.0,4.0,10.0,0.0,1.0,1.16,1.0,4.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,47.2,15.7,4.0,10.0,0.0,1.0,1.16,1.0,4.0,0.0
1,5.0,4.0,1.0,1.0,20.6,4.6,57.7,17.4,4.0,10.0,0.0,1.0,1.16,1.0,4.0,0.0
2,5.0,4.0,1.0,1.0,20.6,4.6,54.4,13.8,4.0,10.0,0.0,1.0,1.16,1.0,4.0,0.0
3,5.0,4.0,1.0,1.0,20.6,4.6,57.1,14.5,4.0,10.0,0.0,1.0,1.16,1.0,4.0,0.0
7,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,0.0,0.0,1.57,1.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,53.7,14.5,3.0,8.0,0.0,0.0,1.57,1.0,4.0,0.0
1,1.0,1.0,0.0,3.0,22.2,5.1,50.1,16.0,3.0,8.0,0.0,0.0,1.57,1.0,4.0,0.0
2,1.0,1.0,0.0,3.0,22.2,5.1,45.3,14.5,3.0,8.0,0.0,0.0,1.57,1.0,4.0,0.0
3,1.0,1.0,0.0,3.0,22.2,5.1,75.3,14.5,3.0,8.0,0.0,0.0,1.57,1.0,4.0,0.0
990,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,9.0,0.0,1.0,1.69,1.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,70.1,12.9,3.0,9.0,0.0,1.0,1.69,1.0,4.0,0.0
1,2.0,3.0,1.0,1.0,18.4,8.2,74.2,13.9,3.0,9.0,0.0,1.0,1.69,1.0,4.0,0.0
2,2.0,3.0,1.0,1.0,18.4,8.2,46.6,16.9,3.0,9.0,0.0,1.0,1.69,1.0,4.0,0.0
3,2.0,3.0,1.0,1.0,18.4,8.2,53.2,16.6,3.0,9.0,0.0,1.0,1.69,1.0,4.0,0.0
717,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,3.0,8.0,0.0,1.0,1.55,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,64.7,14.5,3.0,8.0,0.0,1.0,1.55,2.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,52.8,15.0,3.0,8.0,0.0,1.0,1.55,2.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,65.2,13.7,3.0,8.0,0.0,1.0,1.55,2.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,52.8,16.2,3.0,8.0,0.0,1.0,1.55,2.0,4.0,0.0
782,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,3.0,9.0,1.0,0.0,1.04,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,61.2,15.8,3.0,9.0,1.0,0.0,1.04,2.0,4.0,0.0
1,4.0,2.0,1.0,1.0,24.2,6.0,73.4,15.7,3.0,9.0,1.0,0.0,1.04,2.0,4.0,0.0
2,4.0,2.0,1.0,1.0,24.2,6.0,47.3,17.6,3.0,9.0,1.0,0.0,1.04,2.0,4.0,0.0
3,4.0,2.0,1.0,1.0,24.2,6.0,54.6,14.1,3.0,9.0,1.0,0.0,1.04,2.0,4.0,0.0
1851,5.0,4.0,1.0,1.0,20.6,4.6,65.4,13.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,51.6,13.7,4.0,9.0,1.0,1.0,1.55,2.0,4.0,0.0
1,5.0,4.0,1.0,1.0,20.6,4.6,61.6,13.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,0.0
2,5.0,4.0,1.0,1.0,20.6,4.6,58.9,13.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,0.0
3,5.0,4.0,1.0,1.0,20.6,4.6,48.5,15.8,4.0,9.0,1.0,1.0,1.55,2.0,4.0,0.0
406,4.0,1.0,0.0,3.0,22.9,6.6,54.6,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,50.8,14.2,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
1,4.0,1.0,0.0,3.0,22.9,6.6,73.3,16.7,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
2,4.0,1.0,0.0,3.0,22.9,6.6,66.9,15.8,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
3,4.0,1.0,0.0,3.0,22.9,6.6,59.0,13.4,5.0,11.0,0.0,0.0,0.9,2.0,4.0,0.0
763,4.0,2.0,1.0,1.0,24.2,6.0,60.0,16.0,3.0,9.0,1.0,0.0,1.57,1.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,74.1,14.3,3.0,9.0,1.0,0.0,1.57,1.0,4.0,0.0
1,4.0,2.0,1.0,1.0,24.2,6.0,56.7,14.2,3.0,9.0,1.0,0.0,1.57,1.0,4.0,0.0
2,4.0,2.0,1.0,1.0,24.2,6.0,60.0,14.1,3.0,9.0,1.0,0.0,1.57,1.0,4.0,0.0
3,4.0,2.0,1.0,1.0,24.2,6.0,53.5,15.0,3.0,9.0,1.0,0.0,1.57,1.0,4.0,0.0
1794,5.0,4.0,1.0,1.0,20.6,4.6,68.8,13.7,3.0,9.0,0.0,1.0,1.5,2.0,4.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,69.9,16.4,3.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
1,5.0,4.0,1.0,1.0,20.6,4.6,67.1,16.2,3.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
2,5.0,4.0,1.0,1.0,20.6,4.6,45.5,14.5,3.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
3,5.0,4.0,1.0,1.0,20.6,4.6,68.7,14.7,3.0,9.0,0.0,1.0,1.5,2.0,4.0,0.0
745,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,4.0,10.0,1.0,1.0,1.77,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,60.0,15.6,4.0,10.0,1.0,1.0,1.77,2.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,71.0,14.1,4.0,10.0,1.0,1.0,1.77,2.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,65.1,17.0,4.0,10.0,1.0,1.0,1.77,2.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,66.4,17.5,4.0,10.0,1.0,1.0,1.77,2.0,4.0,0.0
688,3.0,2.0,1.0,1.0,22.9,6.6,56.9,15.0,3.0,9.0,0.0,1.0,1.16,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,54.9,15.0,3.0,9.0,0.0,1.0,1.16,2.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,56.9,17.1,3.0,9.0,0.0,1.0,1.16,2.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,49.3,13.1,3.0,9.0,0.0,1.0,1.16,2.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,73.6,16.3,3.0,9.0,0.0,1.0,1.16,2.0,4.0,0.0
1046,2.0,3.0,1.0,2.0,18.4,8.2,73.0,13.0,4.0,10.0,0.0,1.0,1.24,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,67.3,14.2,4.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
1,2.0,3.0,1.0,2.0,18.4,8.2,63.2,14.2,4.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
2,2.0,3.0,1.0,2.0,18.4,8.2,63.3,13.0,4.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
3,2.0,3.0,1.0,2.0,18.4,8.2,74.1,12.9,4.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
1506,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,59.4,16.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
1,2.0,4.0,1.0,2.0,19.6,6.6,63.3,16.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
2,2.0,4.0,1.0,2.0,19.6,6.6,70.6,14.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
3,2.0,4.0,1.0,2.0,19.6,6.6,46.3,13.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,0.0
690,3.0,2.0,1.0,1.0,22.9,6.6,56.9,15.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,68.3,16.1,3.0,9.0,1.0,1.0,1.44,2.0,4.0,0.0
1,3.0,2.0,1.0,1.0,22.9,6.6,65.8,15.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,0.0
2,3.0,2.0,1.0,1.0,22.9,6.6,72.1,15.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,0.0
3,3.0,2.0,1.0,1.0,22.9,6.6,56.6,13.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,0.0
1949,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,1.0,1.0,1.49,1.0,4.0,
280,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,71.8,16.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
1,3.0,1.0,0.0,4.0,22.2,5.2,71.5,16.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
2,3.0,1.0,0.0,4.0,22.2,5.2,71.9,13.3,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
3,3.0,1.0,0.0,4.0,22.2,5.2,64.1,14.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,0.0
992,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,8.0,0.0,1.0,1.08,2.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,71.6,12.9,3.0,8.0,0.0,1.0,1.08,2.0,4.0,0.0
1,2.0,3.0,1.0,1.0,18.4,8.2,73.4,17.5,3.0,8.0,0.0,1.0,1.08,2.0,4.0,0.0
2,2.0,3.0,1.0,1.0,18.4,8.2,53.2,12.9,3.0,8.0,0.0,1.0,1.08,2.0,4.0,0.0
3,2.0,3.0,1.0,1.0,18.4,8.2,73.4,12.9,3.0,8.0,0.0,1.0,1.08,2.0,4.0,0.0
1756,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,10.0,0.0,0.0,1.4,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,58.6,14.1,4.0,10.0,0.0,0.0,1.4,2.0,4.0,0.0
1,4.0,4.0,1.0,1.0,20.8,4.2,48.5,13.0,4.0,10.0,0.0,0.0,1.4,2.0,4.0,0.0
2,4.0,4.0,1.0,1.0,20.8,4.2,65.7,13.0,4.0,10.0,0.0,0.0,1.4,2.0,4.0,0.0
3,4.0,4.0,1.0,1.0,20.8,4.2,71.0,13.2,4.0,10.0,0.0,0.0,1.4,2.0,4.0,0.0
1531,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,10.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,50.6,14.5,4.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
1,2.0,4.0,1.0,2.0,19.6,6.6,65.6,13.1,4.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
2,2.0,4.0,1.0,2.0,19.6,6.6,61.0,16.4,4.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
3,2.0,4.0,1.0,2.0,19.6,6.6,73.3,15.8,4.0,10.0,1.0,1.0,1.55,2.0,4.0,0.0
1876,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,5.0,10.0,0.0,1.0,1.24,2.0,4.0,
0,5.0,4.0,1.0,2.0,20.6,4.6,58.2,13.1,5.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
1,5.0,4.0,1.0,2.0,20.6,4.6,51.9,16.2,5.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
2,5.0,4.0,1.0,2.0,20.6,4.6,60.2,13.0,5.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
3,5.0,4.0,1.0,2.0,20.6,4.6,58.1,13.2,5.0,10.0,0.0,1.0,1.24,2.0,4.0,0.0
277,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,51.1,12.9,5.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
1,3.0,1.0,0.0,4.0,22.2,5.2,48.4,15.3,5.0,10.0,0.0,0.0,1.21,2.0,4.0,0.0
