Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
2,2.0,3.0,1.0,1.0,18.4,8.2,65.2,16.3,3.0,9.0,1.0,1.0,1.52,2.0,4.0,2.0
3,2.0,3.0,1.0,1.0,18.4,8.2,74.2,16.1,3.0,9.0,1.0,1.0,1.52,2.0,4.0,2.0
1739,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,10.0,0.0,0.0,1.07,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,56.6,13.2,4.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,46.9,17.4,4.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,75.6,14.6,4.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,54.6,13.2,4.0,10.0,0.0,0.0,1.07,2.0,4.0,2.0
1098,2.0,3.0,1.0,2.0,18.4,8.2,68.3,12.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,65.2,17.3,5.0,10.0,0.0,1.0,1.36,2.0,4.0,2.0
1,2.0,3.0,1.0,2.0,18.4,8.2,75.1,12.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,2.0
2,2.0,3.0,1.0,2.0,18.4,8.2,57.6,12.8,5.0,10.0,0.0,1.0,1.36,2.0,4.0,2.0
3,2.0,3.0,1.0,2.0,18.4,8.2,74.4,15.1,5.0,10.0,0.0,1.0,1.36,2.0,4.0,2.0
400,4.0,1.0,0.0,3.0,22.9,6.6,54.6,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,69.8,15.3,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,68.6,13.1,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,55.9,13.2,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,61.4,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
334,4.0,1.0,0.0,3.0,22.9,6.6,60.3,14.0,3.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,53.6,13.1,3.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,53.8,14.9,3.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,47.2,14.0,3.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,49.7,14.0,3.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
54,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,4.0,10.0,1.0,0.0,1.21,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,72.2,14.1,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
1,1.0,1.0,0.0,4.0,22.2,5.1,75.5,17.5,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
2,1.0,1.0,0.0,4.0,22.2,5.1,60.7,13.3,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
3,1.0,1.0,0.0,4.0,22.2,5.1,65.3,17.5,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
642,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,3.0,8.0,1.0,1.0,1.79,3.0,2.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,45.5,14.6,3.0,8.0,1.0,1.0,1.79,3.0,2.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,68.5,16.8,3.0,8.0,1.0,1.0,1.79,3.0,2.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,55.4,14.6,3.0,8.0,1.0,1.0,1.79,3.0,2.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,59.7,14.6,3.0,8.0,1.0,1.0,1.79,3.0,2.0,2.0
1368,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,12.0,0.0,1.0,1.08,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,60.4,14.9,5.0,12.0,0.0,1.0,1.08,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,69.9,15.8,5.0,12.0,0.0,1.0,1.08,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.7,14.9,5.0,12.0,0.0,1.0,1.08,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,12.0,0.0,1.0,1.08,2.0,4.0,2.0
295,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,10.0,1.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,55.9,14.9,5.0,10.0,1.0,0.0,1.57,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,54.3,13.6,5.0,10.0,1.0,0.0,1.57,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,60.1,16.8,5.0,10.0,1.0,0.0,1.57,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,64.6,16.2,5.0,10.0,1.0,0.0,1.57,2.0,4.0,2.0
547,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.5,3.0,8.0,0.0,1.0,1.55,1.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,55.7,14.5,3.0,8.0,0.0,1.0,1.55,1.0,4.0,2.0
1,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.1,3.0,8.0,0.0,1.0,1.55,1.0,4.0,2.0
2,1.0,2.0,1.0,1.0,20.5,5.0,64.7,17.4,3.0,8.0,0.0,1.0,1.55,1.0,4.0,2.0
3,1.0,2.0,1.0,1.0,20.5,5.0,62.7,13.1,3.0,8.0,0.0,1.0,1.55,1.0,4.0,2.0
81,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,1.0,0.0,1.43,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,51.5,16.0,5.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
1,1.0,1.0,0.0,6.0,22.2,5.1,60.1,14.8,5.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
2,1.0,1.0,0.0,6.0,22.2,5.1,51.5,15.0,5.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
3,1.0,1.0,0.0,6.0,22.2,5.1,55.9,16.9,5.0,10.0,1.0,0.0,1.43,2.0,4.0,2.0
1059,2.0,3.0,1.0,2.0,18.4,8.2,73.0,13.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,55.1,13.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,2.0
1,2.0,3.0,1.0,2.0,18.4,8.2,68.4,17.5,4.0,11.0,0.0,1.0,1.77,2.0,1.0,2.0
2,2.0,3.0,1.0,2.0,18.4,8.2,58.4,13.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,2.0
3,2.0,3.0,1.0,2.0,18.4,8.2,47.2,14.0,4.0,11.0,0.0,1.0,1.77,2.0,1.0,2.0
1678,3.0,4.0,1.0,2.0,20.0,8.8,55.8,13.3,5.0,10.0,1.0,1.0,1.69,2.0,4.0,
0,3.0,4.0,1.0,2.0,20.0,8.8,72.4,13.6,5.0,10.0,1.0,1.0,1.69,2.0,4.0,2.0
1,3.0,4.0,1.0,2.0,20.0,8.8,55.8,13.4,5.0,10.0,1.0,1.0,1.69,2.0,4.0,2.0
2,3.0,4.0,1.0,2.0,20.0,8.8,60.1,14.2,5.0,10.0,1.0,1.0,1.69,2.0,4.0,2.0
3,3.0,4.0,1.0,2.0,20.0,8.8,55.8,16.5,5.0,10.0,1.0,1.0,1.69,2.0,4.0,2.0
565,1.0,2.0,1.0,1.0,20.5,5.0,64.7,14.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,66.7,14.3,3.0,10.0,1.0,1.0,1.49,2.0,4.0,2.0
1,1.0,2.0,1.0,1.0,20.5,5.0,48.0,14.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,2.0
2,1.0,2.0,1.0,1.0,20.5,5.0,54.5,14.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,2.0
3,1.0,2.0,1.0,1.0,20.5,5.0,68.4,13.5,3.0,10.0,1.0,1.0,1.49,2.0,4.0,2.0
579,1.0,2.0,1.0,1.0,20.5,5.0,63.8,14.5,3.0,7.0,1.0,1.0,1.55,2.0,4.0,
0,1.0,2.0,1.0,1.0,20.5,5.0,63.8,13.4,3.0,7.0,1.0,1.0,1.55,2.0,4.0,2.0
1,1.0,2.0,1.0,1.0,20.5,5.0,71.6,15.3,3.0,7.0,1.0,1.0,1.55,2.0,4.0,2.0
2,1.0,2.0,1.0,1.0,20.5,5.0,73.1,14.5,3.0,7.0,1.0,1.0,1.55,2.0,4.0,2.0
3,1.0,2.0,1.0,1.0,20.5,5.0,50.1,17.1,3.0,7.0,1.0,1.0,1.55,2.0,4.0,2.0
263,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,52.4,13.0,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,75.1,14.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,72.4,13.4,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,71.3,13.1,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
924,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,9.0,0.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,47.6,15.5,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
1,1.0,3.0,1.0,2.0,22.4,10.1,48.9,16.2,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,74.6,13.5,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,60.3,15.9,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
216,3.0,1.0,0.0,3.0,22.2,5.2,60.6,13.8,3.0,8.0,0.0,0.0,1.57,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,75.6,17.2,3.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,52.4,13.8,3.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,45.6,14.5,3.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,54.8,16.9,3.0,8.0,0.0,0.0,1.57,2.0,4.0,2.0
769,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,3.0,10.0,1.0,0.0,1.29,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,60.3,16.5,3.0,10.0,1.0,0.0,1.29,2.0,4.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,54.0,15.8,3.0,10.0,1.0,0.0,1.29,2.0,4.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,55.8,15.8,3.0,10.0,1.0,0.0,1.29,2.0,4.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,60.7,14.5,3.0,10.0,1.0,0.0,1.29,2.0,4.0,2.0
10,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,1.0,0.0,0.9,2.0,2.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,54.6,15.6,3.0,8.0,1.0,0.0,0.9,2.0,2.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,55.1,13.0,3.0,8.0,1.0,0.0,0.9,2.0,2.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,66.8,17.5,3.0,8.0,1.0,0.0,0.9,2.0,2.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,63.4,16.1,3.0,8.0,1.0,0.0,0.9,2.0,2.0,2.0
518,5.0,1.0,0.0,3.0,24.2,6.0,61.0,15.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,
0,5.0,1.0,0.0,3.0,24.2,6.0,61.0,13.3,5.0,11.0,1.0,0.0,1.26,2.0,4.0,2.0
1,5.0,1.0,0.0,3.0,24.2,6.0,54.6,14.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,2.0
2,5.0,1.0,0.0,3.0,24.2,6.0,59.4,15.6,5.0,11.0,1.0,0.0,1.26,2.0,4.0,2.0
3,5.0,1.0,0.0,3.0,24.2,6.0,53.6,17.5,5.0,11.0,1.0,0.0,1.26,2.0,4.0,2.0
1362,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,11.0,1.0,1.0,1.49,1.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,67.3,14.4,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,59.7,16.0,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.6,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,63.7,17.2,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
78,1.0,1.0,0.0,6.0,22.2,5.1,47.8,16.9,5.0,10.0,0.0,0.0,1.12,2.0,4.0,
0,1.0,1.0,0.0,6.0,22.2,5.1,52.2,16.9,5.0,10.0,0.0,0.0,1.12,2.0,4.0,2.0
1,1.0,1.0,0.0,6.0,22.2,5.1,52.4,16.9,5.0,10.0,0.0,0.0,1.12,2.0,4.0,2.0
2,1.0,1.0,0.0,6.0,22.2,5.1,64.6,16.9,5.0,10.0,0.0,0.0,1.12,2.0,4.0,2.0
3,1.0,1.0,0.0,6.0,22.2,5.1,59.4,16.9,5.0,10.0,0.0,0.0,1.12,2.0,4.0,2.0
864,1.0,3.0,1.0,1.0,22.4,10.1,49.9,16.7,3.0,10.0,1.0,1.0,1.38,2.0,4.0,
0,1.0,3.0,1.0,1.0,22.4,10.1,71.1,16.7,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
1,1.0,3.0,1.0,1.0,22.4,10.1,72.1,16.7,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
2,1.0,3.0,1.0,1.0,22.4,10.1,56.4,12.9,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
3,1.0,3.0,1.0,1.0,22.4,10.1,63.4,17.4,3.0,10.0,1.0,1.0,1.38,2.0,4.0,2.0
1848,5.0,4.0,1.0,1.0,20.6,4.6,65.4,13.0,4.0,10.0,0.0,1.0,1.16,1.0,4.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,46.1,13.0,4.0,10.0,0.0,1.0,1.16,1.0,4.0,2.0
1,5.0,4.0,1.0,1.0,20.6,4.6,59.9,13.0,4.0,10.0,0.0,1.0,1.16,1.0,4.0,2.0
2,5.0,4.0,1.0,1.0,20.6,4.6,52.5,17.4,4.0,10.0,0.0,1.0,1.16,1.0,4.0,2.0
3,5.0,4.0,1.0,1.0,20.6,4.6,59.6,17.0,4.0,10.0,0.0,1.0,1.16,1.0,4.0,2.0
7,1.0,1.0,0.0,3.0,22.2,5.1,55.1,14.5,3.0,8.0,0.0,0.0,1.57,1.0,4.0,
0,1.0,1.0,0.0,3.0,22.2,5.1,48.1,14.6,3.0,8.0,0.0,0.0,1.57,1.0,4.0,2.0
1,1.0,1.0,0.0,3.0,22.2,5.1,51.2,12.8,3.0,8.0,0.0,0.0,1.57,1.0,4.0,2.0
2,1.0,1.0,0.0,3.0,22.2,5.1,44.9,15.7,3.0,8.0,0.0,0.0,1.57,1.0,4.0,2.0
3,1.0,1.0,0.0,3.0,22.2,5.1,71.9,14.5,3.0,8.0,0.0,0.0,1.57,1.0,4.0,2.0
990,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,9.0,0.0,1.0,1.69,1.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,53.2,13.5,3.0,9.0,0.0,1.0,1.69,1.0,4.0,2.0
1,2.0,3.0,1.0,1.0,18.4,8.2,59.4,15.2,3.0,9.0,0.0,1.0,1.69,1.0,4.0,2.0
2,2.0,3.0,1.0,1.0,18.4,8.2,75.5,14.6,3.0,9.0,0.0,1.0,1.69,1.0,4.0,2.0
3,2.0,3.0,1.0,1.0,18.4,8.2,56.0,17.3,3.0,9.0,0.0,1.0,1.69,1.0,4.0,2.0
717,3.0,2.0,1.0,1.0,22.9,6.6,57.2,15.0,3.0,8.0,0.0,1.0,1.55,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,52.2,15.0,3.0,8.0,0.0,1.0,1.55,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,57.2,16.4,3.0,8.0,0.0,1.0,1.55,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,53.2,15.0,3.0,8.0,0.0,1.0,1.55,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,47.6,12.9,3.0,8.0,0.0,1.0,1.55,2.0,4.0,2.0
782,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,3.0,9.0,1.0,0.0,1.04,2.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,67.9,15.8,3.0,9.0,1.0,0.0,1.04,2.0,4.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,73.1,15.3,3.0,9.0,1.0,0.0,1.04,2.0,4.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,60.3,14.7,3.0,9.0,1.0,0.0,1.04,2.0,4.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,65.8,14.9,3.0,9.0,1.0,0.0,1.04,2.0,4.0,2.0
1851,5.0,4.0,1.0,1.0,20.6,4.6,65.4,13.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,55.0,14.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,2.0
1,5.0,4.0,1.0,1.0,20.6,4.6,47.5,17.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,2.0
2,5.0,4.0,1.0,1.0,20.6,4.6,72.7,13.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,2.0
3,5.0,4.0,1.0,1.0,20.6,4.6,54.0,13.0,4.0,9.0,1.0,1.0,1.55,2.0,4.0,2.0
406,4.0,1.0,0.0,3.0,22.9,6.6,54.6,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,58.7,14.2,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,59.9,17.4,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,71.9,16.0,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,68.1,12.9,5.0,11.0,0.0,0.0,0.9,2.0,4.0,2.0
763,4.0,2.0,1.0,1.0,24.2,6.0,60.0,16.0,3.0,9.0,1.0,0.0,1.57,1.0,4.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,58.2,14.1,3.0,9.0,1.0,0.0,1.57,1.0,4.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,62.8,16.6,3.0,9.0,1.0,0.0,1.57,1.0,4.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,60.1,15.2,3.0,9.0,1.0,0.0,1.57,1.0,4.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,60.5,13.8,3.0,9.0,1.0,0.0,1.57,1.0,4.0,2.0
1794,5.0,4.0,1.0,1.0,20.6,4.6,68.8,13.7,3.0,9.0,0.0,1.0,1.5,2.0,4.0,
0,5.0,4.0,1.0,1.0,20.6,4.6,51.7,13.4,3.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
1,5.0,4.0,1.0,1.0,20.6,4.6,54.5,13.1,3.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
2,5.0,4.0,1.0,1.0,20.6,4.6,50.0,13.7,3.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
3,5.0,4.0,1.0,1.0,20.6,4.6,54.2,16.2,3.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
745,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,4.0,10.0,1.0,1.0,1.77,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,57.3,14.7,4.0,10.0,1.0,1.0,1.77,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,60.0,17.1,4.0,10.0,1.0,1.0,1.77,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,49.5,16.3,4.0,10.0,1.0,1.0,1.77,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,55.5,17.3,4.0,10.0,1.0,1.0,1.77,2.0,4.0,2.0
688,3.0,2.0,1.0,1.0,22.9,6.6,56.9,15.0,3.0,9.0,0.0,1.0,1.16,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,71.3,13.6,3.0,9.0,0.0,1.0,1.16,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,63.6,15.0,3.0,9.0,0.0,1.0,1.16,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,57.5,15.0,3.0,9.0,0.0,1.0,1.16,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,47.1,13.8,3.0,9.0,0.0,1.0,1.16,2.0,4.0,2.0
1046,2.0,3.0,1.0,2.0,18.4,8.2,73.0,13.0,4.0,10.0,0.0,1.0,1.24,2.0,4.0,
0,2.0,3.0,1.0,2.0,18.4,8.2,54.3,13.0,4.0,10.0,0.0,1.0,1.24,2.0,4.0,2.0
1,2.0,3.0,1.0,2.0,18.4,8.2,61.6,13.0,4.0,10.0,0.0,1.0,1.24,2.0,4.0,2.0
2,2.0,3.0,1.0,2.0,18.4,8.2,50.4,17.3,4.0,10.0,0.0,1.0,1.24,2.0,4.0,2.0
3,2.0,3.0,1.0,2.0,18.4,8.2,61.6,17.4,4.0,10.0,0.0,1.0,1.24,2.0,4.0,2.0
1506,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,74.3,14.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,53.2,17.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,61.3,14.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,72.3,14.1,4.0,9.0,0.0,1.0,1.69,2.0,4.0,2.0
690,3.0,2.0,1.0,1.0,22.9,6.6,56.9,15.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,74.0,15.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,56.9,16.8,3.0,9.0,1.0,1.0,1.44,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,53.5,15.0,3.0,9.0,1.0,1.0,1.44,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,66.7,14.6,3.0,9.0,1.0,1.0,1.44,2.0,4.0,2.0
1949,1.0,5.0,1.0,4.0,20.8,4.2,59.1,15.1,5.0,11.0,1.0,1.0,1.49,1.0,4.0,
0,1.0,5.0,1.0,4.0,20.8,4.2,62.4,14.2,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
1,1.0,5.0,1.0,4.0,20.8,4.2,48.8,15.1,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
2,1.0,5.0,1.0,4.0,20.8,4.2,68.3,15.2,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
3,1.0,5.0,1.0,4.0,20.8,4.2,59.6,15.1,5.0,11.0,1.0,1.0,1.49,1.0,4.0,2.0
280,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,56.1,13.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,52.0,13.6,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,66.5,14.8,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,47.1,14.9,5.0,10.0,0.0,0.0,1.04,2.0,4.0,2.0
992,2.0,3.0,1.0,1.0,18.4,8.2,74.2,12.9,3.0,8.0,0.0,1.0,1.08,2.0,4.0,
0,2.0,3.0,1.0,1.0,18.4,8.2,58.7,12.9,3.0,8.0,0.0,1.0,1.08,2.0,4.0,2.0
1,2.0,3.0,1.0,1.0,18.4,8.2,51.1,13.5,3.0,8.0,0.0,1.0,1.08,2.0,4.0,2.0
2,2.0,3.0,1.0,1.0,18.4,8.2,72.4,16.1,3.0,8.0,0.0,1.0,1.08,2.0,4.0,2.0
3,2.0,3.0,1.0,1.0,18.4,8.2,66.3,17.6,3.0,8.0,0.0,1.0,1.08,2.0,4.0,2.0
1756,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.2,4.0,10.0,0.0,0.0,1.4,2.0,4.0,
0,4.0,4.0,1.0,1.0,20.8,4.2,66.1,17.1,4.0,10.0,0.0,0.0,1.4,2.0,4.0,2.0
1,4.0,4.0,1.0,1.0,20.8,4.2,75.6,13.1,4.0,10.0,0.0,0.0,1.4,2.0,4.0,2.0
2,4.0,4.0,1.0,1.0,20.8,4.2,73.4,15.7,4.0,10.0,0.0,0.0,1.4,2.0,4.0,2.0
3,4.0,4.0,1.0,1.0,20.8,4.2,75.6,17.6,4.0,10.0,0.0,0.0,1.4,2.0,4.0,2.0
1531,2.0,4.0,1.0,2.0,19.6,6.6,65.2,14.1,4.0,10.0,1.0,1.0,1.55,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,62.8,13.3,4.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,62.0,13.4,4.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,47.6,14.1,4.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,66.4,13.0,4.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
